item_id,order_id,item_name,quantity,item_price,special_instructions
621,204,  Margherita Pizza,1,,
622,204,Burger Deluxe,0,,
623,204,PAD THAI,1,,
624,204,French Fries,1,21.27,
625,205,bbq ribs,3,12.93,Second write last easy hot several everything.
626,206,bbq ribs,3,$21.89,
627,206,  burger deluxe,-1,,Big employee subject give.
628,206,Sushi Roll,1,$25.48,
629,206,FRENCH FRIES,1,26.95,
630,207,Sushi Roll,3,$20.28,
631,207,Sushi Roll,0,$4.61,
632,207,BBQ  Ribs,-1,$22.38,
633,207,Margherita Pizza  ,3,10.37,Can morning guy something she.
634,208,FRENCH FRIES,0,$21.29,Positive personal door cell low speak.
635,208,Burger Deluxe,1,5.28,Every game age reduce least matter stay.
636,209,Veggie Bowl,1,$28.73,Deep west church whether current.
637,209,Caesar Salad,0,$6.45,
638,209,Sushi Roll,1,$25.14,
639,209,french fries,0,19.79,
640,210,Pad Thai,2,11.22,Event field send dog collection hotel.
641,210,VEGGIE BOWL,1,10.22,Structure today piece huge data.
642,211,French Fries,3,20.48,Leg either best trade hope.
643,211,chocolate lava cake,-1,18.08,Treatment lawyer she source sport building together.
644,211,Veggie Bowl,2,$20.14,
645,211,BURGER DELUXE,1,8.97,Purpose trade picture individual evidence now real ever.
646,212,BBQ Ribs,2,,Mother large popular pattern.
647,212,Chicken  Tacos,1,,
648,212,chicken tacos  ,2,7.22,
649,213,Veggie Bowl,-1,13.04,
650,213,BBQ  Ribs,1,16.59,History yourself become here report out investment.
651,213,PAD THAI,2,,
652,213,  Veggie Bowl  ,1,8.62,
653,214,  Margherita Pizza,1,,
654,214,CAESAR SALAD,0,$23.72,
655,214,bbq ribs,-1,9.51,That industry condition three.
656,214,caesar salad,0,24.59,Its college green quality low matter.
657,214,Chicken  Tacos,0,$16.3,
658,215,Chocolate Lava Cake,2,19.26,
659,216,  burger deluxe,1,$21.76,
660,217,Sushi Roll,-1,,
661,217,margherita pizza,1,29.58,
662,218,PAD THAI,2,$18.29,
663,218,Chicken Tacos,3,,
664,218,French Fries,-1,23.76,
665,218,  burger deluxe,-1,,
666,218,Sushi Roll,-1,16.65,
667,219,CAESAR SALAD,1,18.98,
668,219,margherita pizza,1,18.23,
669,219,CAESAR SALAD,1,21.89,
670,220,Caesar Salad,1,,
671,220,Chicken  Tacos,1,,
672,221,Sushi Roll,-1,,Of table democratic away.
673,221,Sushi Roll,1,9.92,
674,221,BURGER DELUXE,0,11.87,
675,222,bbq ribs,3,5.82,
676,223,Caesar Salad,1,$7.87,
677,223,BURGER DELUXE,1,18.46,Use event his night party.
678,224,Chocolate Lava Cake,0,$20.45,
679,224,PAD THAI,2,29.15,Back cup improve police fine situation.
680,224,chocolate lava cake,1,11.86,
681,224,french fries,3,$17.65,
682,225,caesar salad,-1,$29.97,Entire tough cause message wear effort media.
683,225,caesar salad,2,,
684,226,sushi roll,-1,23.33,
685,227,Burger Deluxe,2,,
686,227,CAESAR SALAD,-1,$6.2,Soldier agreement long sell may civil herself.
687,228,Sushi Roll,0,$21.03,Common seek sell prove represent discuss.
688,228,caesar salad,1,22.74,Lose watch direction.
689,228,Chocolate Lava Cake,2,5.76,
690,229,sushi roll,2,20.28,
691,229,Burger Deluxe,1,27.56,
692,229,caesar salad,-1,,Production officer example idea green use.
693,229,FRENCH FRIES,3,$10.63,
694,230,Caesar Salad,3,,
695,230,sushi roll,0,$27.18,Board put buy add stand sense.
696,230,Chicken Tacos,-1,24.18,
697,231,French Fries,0,,
698,231,french fries,-1,$13.27,
699,231,  Veggie Bowl  ,3,$8.55,Receive worry argue them wait item can.
700,232,Caesar Salad,-1,,
701,232,  Pad Thai  ,-1,,
702,232,Sushi Roll,-1,,
703,232,  Margherita Pizza,1,17.45,
704,232,  Veggie Bowl  ,1,$17.62,Six explain poor short close media.
705,233,Sushi Roll,-1,,
706,233,BBQ  Ribs,1,,
707,233,French Fries,-1,$11.64,
708,233,Burger Deluxe,3,13.08,
709,233,  Veggie Bowl  ,3,10.33,
710,234,Sushi Roll,2,$16.84,Gas fight need nor.
711,234,FRENCH FRIES,-1,$7.55,
712,234,Chicken  Tacos,-1,,Surface analysis year yard successful discover.
713,234,CAESAR SALAD,1,11.2,
714,234,BBQ Ribs,3,,
715,235,Veggie Bowl,3,22.96,
716,235,  Pad Thai  ,0,$26.19,
717,235,  burger deluxe,1,$18.44,Develop win much interview center.
718,236,BBQ Ribs,3,6.37,
719,236,chocolate lava cake,1,4.23,
720,236,  burger deluxe,-1,,
721,237,Burger Deluxe,1,,Owner trial western wait business.
722,238,  Sushi Roll,1,$5.1,
723,238,VEGGIE BOWL,-1,15.72,Price truth public them itself include our just.
724,238,BBQ  Ribs,1,$9.94,
725,238,CAESAR SALAD,0,28.44,
726,238,Margherita Pizza  ,1,$15.83,
727,239,  Veggie Bowl  ,1,$14.58,
728,239,FRENCH FRIES,3,,Exist side force relate gas.
729,240,VEGGIE BOWL,2,$12.1,
730,240,margherita pizza,0,10.46,
731,240,sushi roll,3,12.9,
732,241,french fries,2,$21.95,
733,241,BBQ  Ribs,-1,14.54,Instead recently cut.
734,242,Veggie Bowl,3,,Yourself card number according less economy.
735,243,chocolate lava cake,1,,
736,243,French Fries,0,,
737,243,Veggie Bowl,-1,21.02,
738,243,  burger deluxe,1,$13.24,
739,244,chocolate lava cake,1,,Fly capital difference program case.
740,244,French Fries,2,,Culture success drug time alone executive protect.
741,244,BURGER DELUXE,1,11.17,
742,244,BBQ  Ribs,2,19.43,
743,245,Veggie Bowl,3,$8.47,
744,245,BURGER DELUXE,2,27.92,Attorney particular skill.
745,245,Veggie Bowl,2,25.01,
746,245,french fries,2,28.02,
747,245,  Veggie Bowl  ,1,,Foreign able care season guess your take us.
748,246,Pad Thai,3,,Heavy continue letter challenge from.
749,246,BURGER DELUXE,1,10.71,
750,246,French Fries,1,27.54,Very arrive gun return front three.
751,246,  Veggie Bowl  ,3,,
752,246,  Sushi Roll,1,$28.08,
753,247,BBQ Ribs,0,5.76,
754,247,PAD THAI,1,18.93,
755,247,bbq ribs,3,7.43,
756,247,  Veggie Bowl  ,1,29.32,Mention design radio glass with.
757,247,BBQ  Ribs,2,$26.75,
758,248,chicken tacos  ,0,$20.89,
759,248,Veggie Bowl,2,13.93,
760,249,Veggie Bowl,1,,
761,249,  Pad Thai  ,1,21.2,
762,250,french fries,2,19.44,
763,250,Margherita Pizza  ,-1,$29.88,
764,250,bbq ribs,1,16.19,Support total two east.
765,250,bbq ribs,1,25.27,
766,251,Chicken Tacos,2,$16.1,
767,251,Sushi Roll,1,10.89,
768,251,chicken tacos  ,2,10.2,Democratic result very dinner home write discover ever.
769,251,margherita pizza,1,28.09,
770,251,Caesar Salad,1,,Smile step dinner we here top around.
771,252,  burger deluxe,0,,
772,252,FRENCH FRIES,1,,Into thing store.
773,253,Caesar Salad,1,,
774,253,Veggie Bowl,1,29.31,
775,253,  Sushi Roll,-1,$13.58,
776,254,  Sushi Roll,1,,
777,254,  Pad Thai  ,2,,
778,254,bbq ribs,1,,
779,255,caesar salad,1,,
780,255,Caesar Salad,2,19.77,
781,255,BURGER DELUXE,-1,14.79,
782,255,french fries,1,26.29,
783,256,Burger Deluxe,1,8.4,
784,257,Veggie Bowl,1,$27.95,
785,257,  Sushi Roll,0,10.58,Water air community Republican sing put house.
786,257,CAESAR SALAD,3,,
787,258,FRENCH FRIES,1,10.07,Lawyer whole discussion important area collection more.
788,258,Chicken  Tacos,-1,$16.86,
789,258,sushi roll,2,15.86,
790,259,Pad Thai,1,19.58,
791,259,Sushi Roll,3,5.06,
792,259,VEGGIE BOWL,1,,
793,259,Sushi Roll,2,17.63,
794,260,Burger Deluxe,0,9.93,Heavy another walk vote.
795,260,Chicken Tacos,1,$24.89,
796,260,  Sushi Roll,1,21.35,
797,260,PAD THAI,2,20.06,
798,260,BBQ  Ribs,1,,Country serious deal any capital involve senior.
799,261,Chicken  Tacos,0,26.06,Job choice thank believe final choose.
800,261,  Veggie Bowl  ,1,,
801,261,chocolate lava cake,1,$15.7,
802,261,  burger deluxe,2,23.14,Subject throughout product management.
803,262,Chicken  Tacos,1,$6.61,
804,262,sushi roll,3,24.64,
805,263,Chicken  Tacos,-1,,Beautiful say know if authority.
806,263,margherita pizza,3,,
807,263,  Sushi Roll,-1,,
808,264,BBQ  Ribs,-1,$20.55,
809,264,chicken tacos  ,0,29.12,
810,265,sushi roll,0,$16.87,
811,266,Burger Deluxe,-1,29.81,
812,266,FRENCH FRIES,3,27.15,
813,266,Chicken Tacos,1,6.45,
814,267,  burger deluxe,2,$25.04,Finally then space leave.
815,268,Caesar Salad,2,,
816,268,  Veggie Bowl  ,3,4.01,Test her loss system.
817,269,CAESAR SALAD,3,,
818,269,bbq ribs,1,7.34,
819,269,caesar salad,0,24.54,
820,269,BURGER DELUXE,3,,
821,269,Margherita Pizza  ,1,9.38,See character employee.
822,270,Margherita Pizza  ,2,9.44,
823,271,Sushi Roll,1,15.67,
824,271,Burger Deluxe,-1,14.46,
825,271,French Fries,-1,16.82,
826,271,FRENCH FRIES,0,$10.73,
827,272,sushi roll,1,,
828,272,Veggie Bowl,0,$12.78,
829,273,VEGGIE BOWL,0,$8.63,
830,273,margherita pizza,1,,
831,274,  Pad Thai  ,2,17.46,Most source between anything wait college smile occur.
832,274,French Fries,1,24.03,Glass present skill present leg.
833,274,  Veggie Bowl  ,2,20.11,
834,275,  burger deluxe,3,11.18,
835,275,BURGER DELUXE,0,7.18,Range cup state spring.
836,275,Chocolate Lava Cake,1,5.09,
837,276,Caesar Salad,1,$21.54,
838,276,bbq ribs,1,24.48,
839,276,Margherita Pizza  ,1,$25.92,
840,277,Chicken Tacos,2,12.56,
841,278,BBQ  Ribs,2,8.71,
842,278,French Fries,3,,
843,278,Chocolate Lava Cake,1,18.78,
844,278,  Pad Thai  ,3,24.16,
845,279,Chocolate Lava Cake,2,$11.14,
846,279,Sushi Roll,0,,
847,279,french fries,3,20.38,Establish eight send rather media.
848,280,  Veggie Bowl  ,1,$13.45,
849,281,Burger Deluxe,3,6.68,
850,282,  Veggie Bowl  ,3,29.54,
851,283,Chicken Tacos,3,,Money wife region head seem.
852,284,Burger Deluxe,1,,
853,284,Veggie Bowl,0,14.97,
854,284,Margherita Pizza  ,-1,15.82,
855,284,Pad Thai,0,6.27,So certain rather center season down into.
856,285,Margherita Pizza  ,1,13.1,
857,286,CAESAR SALAD,1,4.93,
858,286,bbq ribs,-1,,
859,286,  Sushi Roll,1,$17.23,
860,286,  burger deluxe,-1,$7.91,
861,287,Caesar Salad,2,21.22,
862,287,chocolate lava cake,3,,
863,287,French Fries,0,$11.63,Author garden get while here.
864,287,French Fries,2,27.46,
865,288,  Veggie Bowl  ,0,$11.1,Gun son that consider today star.
866,289,Sushi Roll,1,10.8,
867,289,PAD THAI,3,,
868,290,  burger deluxe,3,11.03,
869,291,French Fries,1,4.41,
870,291,  burger deluxe,0,11.07,
871,291,VEGGIE BOWL,2,$15.59,
872,292,Sushi Roll,1,,Resource field more challenge.
873,292,Chicken Tacos,-1,19.22,None instead effort himself dog public figure.
874,292,Chocolate Lava Cake,1,9.28,
875,293,VEGGIE BOWL,3,$28.44,
876,293,Chicken  Tacos,1,10.1,
877,293,chocolate lava cake,-1,$17.12,
878,294,margherita pizza,2,$15.72,Lead why street many front same much result.
879,294,bbq ribs,-1,$21.74,
880,294,Sushi Roll,-1,$8.23,
881,294,Pad Thai,1,6.91,
882,294,Burger Deluxe,1,$22.38,Social example task when dream.
883,295,Chicken Tacos,-1,,Explain perform others the score hit.
884,296,Caesar Salad,0,12.25,
885,296,Chicken Tacos,1,,Support difficult success head its.
886,296,Caesar Salad,2,11.22,Institution job scientist conference understand significant area.
887,296,Chocolate Lava Cake,0,,
888,296,Chocolate Lava Cake,3,9.75,Someone rock water experience effort think.
889,297,FRENCH FRIES,1,29.0,
890,297,Pad Thai,1,26.77,Film never bill effect son TV our.
891,297,BURGER DELUXE,1,$7.44,Population every someone know service.
892,298,CAESAR SALAD,-1,14.85,Cover standard join two woman car improve.
893,299,bbq ribs,0,$21.07,
894,299,PAD THAI,-1,8.47,
895,300,FRENCH FRIES,-1,17.44,
896,301,Sushi Roll,-1,15.35,
897,301,Margherita Pizza  ,2,25.75,
898,301,Chocolate Lava Cake,1,,Discuss research add five network.
899,302,BBQ Ribs,3,,Economic boy think market movement wish wonder.
900,302,  Margherita Pizza,1,17.0,Lay site account affect recently ahead.
901,302,PAD THAI,1,17.75,
902,303,Burger Deluxe,-1,$19.69,
903,303,french fries,2,,While use discover up much feel.
904,303,BBQ Ribs,-1,9.16,
905,303,CAESAR SALAD,1,18.74,Itself vote reveal last.
906,304,sushi roll,1,25.43,
907,304,Chicken  Tacos,1,23.63,
908,304,Chicken Tacos,1,26.38,
909,304,Pad Thai,-1,$13.01,Approach spring field office garden.
910,305,CAESAR SALAD,-1,29.02,
911,305,chicken tacos  ,1,25.9,
912,305,Pad Thai,0,$4.42,
913,305,Chocolate Lava Cake,3,14.31,Wind how politics dinner public.
914,305,  Veggie Bowl  ,1,11.14,
915,306,Chocolate Lava Cake,3,$4.61,Technology community rich.
916,306,Burger Deluxe,1,$26.45,More enjoy treat find professional each.
917,306,Pad Thai,1,$7.26,
918,306,BBQ  Ribs,3,27.67,Tv age wrong thus around early tree.
919,306,French Fries,1,,Environmental campaign today list movement capital difficult son.
920,307,Veggie Bowl,2,14.81,
921,307,margherita pizza,3,$20.39,Spend discussion live radio woman rather then project.
922,307,  Margherita Pizza,1,25.59,
923,307,BURGER DELUXE,1,7.39,
924,308,CAESAR SALAD,1,,President mouth now strong.
925,309,  Margherita Pizza,2,18.57,Walk exactly particular help.
926,309,caesar salad,2,$8.14,
927,310,french fries,1,,
928,310,Margherita Pizza  ,-1,15.92,
929,310,BURGER DELUXE,3,13.72,Bar hear follow.
930,310,Chicken  Tacos,1,5.75,
931,311,  Veggie Bowl  ,3,$26.07,
932,311,Pad Thai,1,22.62,
933,312,Margherita Pizza  ,1,28.81,
934,312,Chicken  Tacos,2,6.99,Color doctor range garden.
935,312,Veggie Bowl,0,14.51,
936,313,  Sushi Roll,0,,
937,314,  Veggie Bowl  ,1,21.05,Especially represent heavy anything continue trade national.
938,314,Chocolate Lava Cake,0,27.3,
939,314,Burger Deluxe,1,19.55,
940,315,  Sushi Roll,3,21.87,
941,315,Chicken  Tacos,0,,
942,315,BBQ Ribs,2,,
943,315,FRENCH FRIES,-1,21.13,
944,316,BURGER DELUXE,2,,Son discuss debate local cut there.
945,316,Caesar Salad,3,,
946,317,chocolate lava cake,1,6.71,Office prove none.
947,317,Chicken  Tacos,1,14.44,
948,317,Chicken Tacos,3,21.73,
949,317,caesar salad,1,6.91,
950,317,Chicken Tacos,3,$25.2,
951,318,Veggie Bowl,1,$25.26,
952,319,  Margherita Pizza,1,,
953,319,Veggie Bowl,-1,4.68,
954,319,chocolate lava cake,1,17.28,Clearly book tax watch month.
955,320,PAD THAI,0,,
956,320,Chocolate Lava Cake,2,11.56,Enough long attention certain.
957,321,Veggie Bowl,1,4.32,
958,321,  burger deluxe,-1,,
959,321,sushi roll,0,$23.67,
960,321,french fries,1,$4.05,
961,321,Chocolate Lava Cake,3,,
962,322,  Veggie Bowl  ,1,$10.32,
963,322,CAESAR SALAD,-1,$6.34,
964,322,Chicken Tacos,1,21.44,
965,322,french fries,1,12.03,
966,323,  Margherita Pizza,0,10.44,
967,324,FRENCH FRIES,1,5.24,
968,324,sushi roll,1,,
969,325,Burger Deluxe,1,26.95,Key upon shoulder message situation property increase claim.
970,325,  Pad Thai  ,0,28.83,
971,325,  Pad Thai  ,1,27.75,Position single today trial.
972,325,Margherita Pizza  ,1,$11.64,Test plan draw create ok.
973,326,chocolate lava cake,1,$22.84,These including half catch past hour either.
974,326,BURGER DELUXE,1,22.98,
975,326,Sushi Roll,3,15.77,
976,326,Chicken  Tacos,2,8.12,Then international summer day anyone hot ask.
977,327,FRENCH FRIES,-1,$10.87,
978,327,  burger deluxe,1,,
979,328,Margherita Pizza  ,1,,Deal wonder yard yard song.
980,329,French Fries,1,23.43,
981,329,Chicken Tacos,2,,Traditional already themselves wish sea.
982,329,Chicken Tacos,1,4.18,
983,329,CAESAR SALAD,3,$10.99,
984,330,PAD THAI,1,$6.93,
985,330,VEGGIE BOWL,0,11.87,
986,330,BURGER DELUXE,1,29.41,Piece thought beautiful.
987,331,BBQ Ribs,3,$24.31,Consumer identify pay physical future article.
988,331,Burger Deluxe,1,$9.0,
989,332,Veggie Bowl,-1,23.69,Trade seven goal begin race money.
990,332,VEGGIE BOWL,0,,Lose sport cup send.
991,332,French Fries,3,13.29,
992,333,Veggie Bowl,2,,
993,333,  Sushi Roll,0,,
994,333,BURGER DELUXE,1,6.97,
995,333,  burger deluxe,3,$29.54,
996,334,VEGGIE BOWL,2,11.88,
997,335,Burger Deluxe,1,10.43,
998,335,FRENCH FRIES,0,$25.26,
999,335,VEGGIE BOWL,1,$27.29,Information affect later president.
1000,335,French Fries,3,$28.28,Building business teacher herself central.
1001,336,Margherita Pizza  ,1,13.24,We child design but window join.
1002,336,chicken tacos  ,1,20.71,
1003,336,French Fries,1,6.8,
1004,337,BBQ  Ribs,0,,Writer move husband hot film.
1005,337,CAESAR SALAD,1,14.49,Administration behavior true better.
1006,337,Chicken  Tacos,2,14.79,
1007,338,  Sushi Roll,-1,12.26,
1008,339,  Sushi Roll,1,9.27,
1009,339,FRENCH FRIES,1,$19.44,Always board decade arm natural.
1010,339,  Margherita Pizza,1,,Per short ahead rise.
1011,339,BBQ Ribs,3,21.53,Rather thank white find record nor.
1012,339,chicken tacos  ,-1,13.46,
1013,340,French Fries,1,10.73,
1014,341,French Fries,1,16.22,
1015,341,  burger deluxe,3,9.59,Entire impact last agree.
1016,341,PAD THAI,1,$15.96,Involve life tax population.
1017,341,  burger deluxe,-1,12.21,Real whose someone hundred us could meeting.
1018,341,BBQ Ribs,2,$16.16,
1019,342,Margherita Pizza  ,1,4.45,
1020,342,VEGGIE BOWL,1,19.75,Other someone five he despite four should.
1021,342,CAESAR SALAD,0,$11.9,
1022,342,Chicken Tacos,-1,5.83,
1023,342,  Margherita Pizza,-1,,What face despite hard easy toward fight.
1024,343,  Margherita Pizza,2,$25.75,
1025,343,  Sushi Roll,-1,,
1026,344,BURGER DELUXE,2,,
1027,344,Sushi Roll,-1,22.2,
1028,344,Veggie Bowl,1,$7.52,
1029,344,Sushi Roll,0,13.5,
1030,345,Chicken Tacos,1,$29.14,Drive mind arm agree expert.
1031,345,Pad Thai,1,,Personal still song mission ball successful.
1032,345,BBQ  Ribs,3,14.86,
1033,346,sushi roll,3,5.96,
1034,346,Chicken  Tacos,2,,
1035,347,chicken tacos  ,1,,
1036,348,margherita pizza,-1,17.37,
1037,348,caesar salad,2,,
1038,348,  Veggie Bowl  ,1,14.98,Gas start story necessary.
1039,348,BBQ  Ribs,0,27.36,
1040,349,Chicken  Tacos,3,11.91,With have including public term reason.
1041,349,sushi roll,1,12.54,
1042,349,Pad Thai,-1,,
1043,349,French Fries,3,,
1044,350,Chicken  Tacos,1,,Ability guess success.
1045,350,  Margherita Pizza,1,10.66,Factor television benefit common someone resource.
1046,350,Margherita Pizza  ,3,24.61,Themselves just some him figure every.
1047,350,caesar salad,3,25.07,
1048,351,Margherita Pizza  ,1,$27.47,
1049,351,Chicken Tacos,1,$26.1,
1050,352,bbq ribs,1,$22.29,
1051,352,margherita pizza,1,$9.88,Course admit difficult message black.
1052,352,  Sushi Roll,3,21.11,Value all the hospital tend seem.
1053,352,Margherita Pizza  ,0,,
1054,353,caesar salad,3,26.33,
1055,353,French Fries,1,7.2,
1056,353,CAESAR SALAD,1,,Worker time seat during goal.
1057,354,margherita pizza,1,18.77,
1058,354,Caesar Salad,1,$4.73,
1059,354,bbq ribs,-1,24.54,
1060,355,caesar salad,3,17.61,
1061,355,  Sushi Roll,3,,
1062,355,  Margherita Pizza,1,$21.21,
1063,355,BBQ Ribs,1,9.97,
1064,356,bbq ribs,2,,
1065,356,caesar salad,-1,$26.53,
1066,356,VEGGIE BOWL,3,$16.75,
1067,356,CAESAR SALAD,0,$14.49,Build community teach event often.
1068,356,Pad Thai,1,$21.28,
1069,357,  Margherita Pizza,2,12.16,
1070,357,VEGGIE BOWL,-1,,
1071,358,Caesar Salad,1,27.97,Whether speak television education girl letter poor.
1072,359,chocolate lava cake,1,21.87,Figure catch whose that industry.
1073,359,  Pad Thai  ,2,$8.2,
1074,359,PAD THAI,1,14.91,Grow attention challenge particularly long east future.
1075,359,PAD THAI,3,$24.95,Citizen thus reflect moment room best.
1076,360,Chocolate Lava Cake,1,,National anything yourself whom cover something pick movie.
1077,360,Sushi Roll,1,28.0,Throughout nature nor economy stay.
1078,361,  Margherita Pizza,1,$8.28,
1079,361,BBQ  Ribs,1,24.93,
1080,361,BBQ Ribs,1,14.99,
1081,361,Burger Deluxe,1,,Few also make check remember.
1082,361,chocolate lava cake,2,7.95,
1083,362,Margherita Pizza  ,3,$22.29,
1084,362,Chocolate Lava Cake,1,,
1085,362,CAESAR SALAD,0,$24.17,
1086,363,  Sushi Roll,1,25.76,
1087,363,caesar salad,-1,,
1088,363,Chicken Tacos,3,,
1089,363,bbq ribs,2,,
1090,363,french fries,0,,
1091,364,BURGER DELUXE,-1,$20.7,
1092,365,  Margherita Pizza,-1,,Part population place hope music open.
1093,365,BBQ  Ribs,2,$23.0,
1094,366,chicken tacos  ,2,28.86,
1095,366,Pad Thai,1,10.16,
1096,366,bbq ribs,2,$5.3,Dinner town second party break.
1097,366,Caesar Salad,0,29.12,Avoid edge together could right Congress.
1098,367,Chicken Tacos,1,,Voice possible rest future price activity before.
1099,367,  Veggie Bowl  ,1,$25.11,Ability understand visit receive.
1100,367,chicken tacos  ,2,,Career others whole surface another consumer.
1101,367,chocolate lava cake,3,27.64,
1102,367,Chocolate Lava Cake,1,9.36,
1103,368,  Margherita Pizza,1,15.42,Face into modern along.
1104,368,VEGGIE BOWL,2,,Quality return real.
1105,368,french fries,1,$17.32,
1106,368,Caesar Salad,1,6.81,College range weight media late partner.
1107,368,CAESAR SALAD,1,20.64,
1108,369,Veggie Bowl,2,,
1109,370,chicken tacos  ,1,,
1110,370,Burger Deluxe,1,,Believe writer later report officer.
1111,370,Veggie Bowl,1,27.14,
1112,371,PAD THAI,1,,Much two consider PM worry.
1113,371,Chicken  Tacos,1,28.18,
1114,372,caesar salad,0,18.53,
1115,372,VEGGIE BOWL,-1,15.03,
1116,373,  burger deluxe,2,,
1117,373,  Margherita Pizza,3,4.75,Including help her leader effect.
1118,373,Chocolate Lava Cake,3,,Chance term left easy quickly everybody.
1119,373,Margherita Pizza  ,1,14.86,Wife put herself truth boy figure.
1120,373,bbq ribs,0,12.67,Answer necessary give.
1121,374,  Veggie Bowl  ,0,$21.87,
1122,374,sushi roll,2,$5.17,
1123,374,  Veggie Bowl  ,3,,Life decade leg suggest we.
1124,374,Pad Thai,3,,Expert member certainly manager everyone expert everybody keep.
1125,374,bbq ribs,1,11.78,Study cup student suffer window sometimes set.
1126,375,Chicken Tacos,2,5.1,Nothing I station leader really toward among support.
1127,375,BBQ  Ribs,2,10.0,
1128,376,Chicken  Tacos,1,27.23,
1129,377,Margherita Pizza  ,1,22.29,
1130,378,Veggie Bowl,3,$13.36,
1131,378,Chicken Tacos,-1,11.88,
1132,378,caesar salad,2,6.67,
1133,379,BURGER DELUXE,1,$8.47,All inside blood audience week.
1134,379,Chocolate Lava Cake,2,4.96,
1135,379,French Fries,1,$12.92,Drug read computer employee media.
1136,380,BBQ  Ribs,2,,Society sister point course piece perform expect.
1137,380,Caesar Salad,1,12.91,
1138,381,BBQ Ribs,1,$28.13,Religious pay until decade take share senior.
1139,381,French Fries,1,,
1140,381,caesar salad,1,16.04,
1141,382,Margherita Pizza  ,1,$14.33,Affect instead religious remain area method begin.
1142,382,Pad Thai,3,$9.96,
1143,382,  Sushi Roll,0,$18.77,Force care wide kitchen many just without.
1144,382,VEGGIE BOWL,2,,
1145,383,PAD THAI,0,$10.56,Level condition we minute south water.
1146,383,Veggie Bowl,1,29.53,Figure TV read Congress.
1147,383,Margherita Pizza  ,3,10.15,
1148,383,chicken tacos  ,1,,
1149,384,bbq ribs,1,10.23,
1150,384,caesar salad,1,4.93,
1151,384,Veggie Bowl,3,7.99,Sell experience another film name have.
1152,384,Chocolate Lava Cake,1,17.26,
1153,385,FRENCH FRIES,2,$24.85,Opportunity yourself one fund list around population.
1154,385,BBQ  Ribs,1,8.47,
1155,385,Margherita Pizza  ,-1,26.41,
1156,385,PAD THAI,-1,22.46,Drug Mr like find great.
1157,386,margherita pizza,2,26.21,
1158,386,  Pad Thai  ,1,26.74,
1159,386,margherita pizza,2,13.9,
1160,387,caesar salad,1,26.63,
1161,387,Chocolate Lava Cake,1,21.09,
1162,388,chicken tacos  ,1,5.47,
1163,388,Pad Thai,-1,$7.36,News choice cell democratic ground action policy.
1164,388,  burger deluxe,-1,,Language simply produce quality difficult instead.
1165,389,Pad Thai,2,,Stand series treatment sing after throughout.
1166,389,Veggie Bowl,3,,
1167,390,BBQ Ribs,1,9.36,Anyone act stuff which hotel.
1168,390,Chicken  Tacos,1,,
1169,390,sushi roll,1,$28.3,Prepare move environment part.
1170,390,  Pad Thai  ,1,$9.49,
1171,391,French Fries,1,7.38,Life child school dream.
1172,391,Sushi Roll,0,,Minute policy management senior them.
1173,392,sushi roll,1,12.19,Customer right item perhaps near choice.
1174,392,Margherita Pizza  ,2,18.21,
1175,393,BBQ Ribs,1,8.06,
1176,393,VEGGIE BOWL,0,,
1177,393,Chocolate Lava Cake,1,4.48,
1178,394,BBQ Ribs,0,,Bad whose seven lot.
1179,394,french fries,2,$5.45,Sure seek necessary off first official next.
1180,394,  Sushi Roll,1,,
1181,395,  Veggie Bowl  ,1,5.24,
1182,395,Chicken Tacos,1,27.64,Watch course girl best Republican other.
1183,395,Pad Thai,2,15.14,
1184,396,caesar salad,3,$18.13,Building gas quality blue amount year.
1185,397,Caesar Salad,1,14.4,
1186,397,  Veggie Bowl  ,1,21.08,
1187,397,Burger Deluxe,-1,23.16,Them prevent more however everything camera season degree.
1188,397,chicken tacos  ,2,17.15,
1189,397,Chicken Tacos,0,28.58,Word who camera year.
1190,398,  Pad Thai  ,1,,Matter above less.
1191,398,Chocolate Lava Cake,3,20.03,
1192,398,French Fries,1,$27.22,
1193,398,french fries,2,8.52,
1194,398,  burger deluxe,1,,
1195,399,Pad Thai,1,5.39,Growth include cause apply scene relate peace reflect.
1196,399,  burger deluxe,3,19.75,
1197,399,Veggie Bowl,1,$14.69,
1198,400,  Margherita Pizza,1,$10.73,Low image decade father new age.
1199,400,Chocolate Lava Cake,3,$15.55,
1200,401,Chocolate Lava Cake,1,$15.11,
1201,401,Margherita Pizza  ,1,,Region travel southern argue describe.
1202,401,Burger Deluxe,0,17.67,
1203,401,Veggie Bowl,-1,$21.87,
1204,401,caesar salad,2,18.36,Picture live onto rather.
1205,402,Sushi Roll,-1,16.3,
1206,402,PAD THAI,2,,Second public hair sometimes whatever big.
1207,402,CAESAR SALAD,0,$13.95,
1208,402,margherita pizza,1,,
1209,403,  Pad Thai  ,3,25.54,Number measure full per.
1210,403,chocolate lava cake,0,10.13,Human stay price prepare less.
1211,403,VEGGIE BOWL,1,,
1212,403,FRENCH FRIES,2,21.22,
1213,403,FRENCH FRIES,-1,,
1214,404,french fries,-1,20.34,
1215,404,Burger Deluxe,1,$6.09,
1216,405,BBQ  Ribs,1,,Draw across boy light.
1217,405,margherita pizza,0,$17.62,
1218,405,Chicken  Tacos,-1,,Prevent truth treat.
1219,406,BBQ  Ribs,1,27.2,
1220,407,BBQ  Ribs,2,27.59,
